"data_source","computer_id","name","file_system","short_description","free_space","disk_space","volume_name","volume_serial_number","data_token","is_deleted"
"SCCM","SCCM_SERIALSC20274BDNACORP\BDNASC20274","G:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20274BDNACORP\BDNASC20274","H:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20274BDNACORP\BDNASC20274","P:","NTFS","Local Fixed Disk","","","Pagefile","F0CF55C7","7932496990","false"
"SCCM","SCCM_SERIALSC20275BDNACORP\BDNASC20275","C:","NTFS","Local Fixed Disk","","","","7C3AB8C8","7932496990","false"
"SCCM","SCCM_SERIALSC20276BDNACORP\BDNASC20276","C:","NTFS","Local Fixed Disk","","","System","F490DA3B","7932496990","false"
"SCCM","SCCM_SERIALSC20276BDNACORP\BDNASC20276","H:","NTFS","Local Fixed Disk","","","HUB_Logs","3E85F6DD","7932496990","false"
"SCCM","SCCM_SERIALSC20276BDNACORP\BDNASC20276","I:","NTFS","Local Fixed Disk","","","E5000_SW","A67B4A1A","7932496990","false"
"SCCM","SCCM_SERIALSC20277BDNACORP\BDNASC20277","C:","NTFS","Local Fixed Disk","","","","88092514","7932496990","false"
"SCCM","SCCM_SERIALSC20277BDNACORP\BDNASC20277","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20278BDNACORP\BDNASC20278","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20278BDNACORP\BDNASC20278","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20278BDNACORP\BDNASC20278","D:","NTFS","Local Fixed Disk","","","Data","F2303E63","7932496990","false"
"SCCM","SCCM_SERIALSC20278BDNACORP\BDNASC20278","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20279BDNACORP\BDNASC20279","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20279BDNACORP\BDNASC20279","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20279BDNACORP\BDNASC20279","D:","NTFS","Local Fixed Disk","","","Data","0CCE62C3","7932496990","false"
"SCCM","SCCM_SERIALSC20279BDNACORP\BDNASC20279","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20279BDNACORP\BDNASC20279","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20280BDNACORP\BDNASC20280","C:","NTFS","Local Fixed Disk","","","System","EA699F92","7932496990","false"
"SCCM","SCCM_SERIALSC20280BDNACORP\BDNASC20280","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20281BDNACORP\BDNASC20281","C:","NTFS","Local Fixed Disk","","","","BC623F8B","7932496990","false"
"SCCM","SCCM_SERIALSC20281BDNACORP\BDNASC20281","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20282BDNACORP\BDNASC20282","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20282BDNACORP\BDNASC20282","C:","NTFS","Local Fixed Disk","","","","CEB3D583","7932496990","false"
"SCCM","SCCM_SERIALSC20282BDNACORP\BDNASC20282","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20282BDNACORP\BDNASC20282","E:","NTFS","Local Fixed Disk","","","Data","2E8FBADA","7932496990","false"
"SCCM","SCCM_SERIALSC20283BDNACORP\BDNASC20283","C:","NTFS","Local Fixed Disk","","","System","5ACF787B","7932496990","false"
"SCCM","SCCM_SERIALSC20283BDNACORP\BDNASC20283","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20284BDNACORP\BDNASC20284","C:","NTFS","Local Fixed Disk","","","","0295B6B6","7932496990","false"
"SCCM","SCCM_SERIALSC20285BDNACORP\BDNASC20285","C:","NTFS","Local Fixed Disk","","","System","0E837A04","7932496990","false"
"SCCM","SCCM_SERIALSC20285BDNACORP\BDNASC20285","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20286BDNACORP\BDNASC20286","C:","NTFS","Local Fixed Disk","","","System","CA4471BB","7932496990","false"
"SCCM","SCCM_SERIALSC20286BDNACORP\BDNASC20286","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20287BDNACORP\BDNASC20287","C:","NTFS","Local Fixed Disk","","","System","8405D0C0","7932496990","false"
"SCCM","SCCM_SERIALSC20287BDNACORP\BDNASC20287","D:","NTFS","Local Fixed Disk","","","Samsung","EC284287","7932496990","false"
"SCCM","SCCM_SERIALSC20287BDNACORP\BDNASC20287","J:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20287BDNACORP\BDNASC20287","Q:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20288BDNACORP\BDNASC20288","C:","NTFS","Local Fixed Disk","","","System","EEA9B4DC","7932496990","false"
"SCCM","SCCM_SERIALSC20288BDNACORP\BDNASC20288","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20288BDNACORP\BDNASC20288","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20289BDNACORP\BDNASC20289","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20289BDNACORP\BDNASC20289","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20289BDNACORP\BDNASC20289","D:","NTFS","Local Fixed Disk","","","Data","7C17D0D8","7932496990","false"
"SCCM","SCCM_SERIALSC20289BDNACORP\BDNASC20289","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20290BDNACORP\BDNASC20290","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20290BDNACORP\BDNASC20290","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20290BDNACORP\BDNASC20290","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20291BDNACORP\BDNASC20291","C:","NTFS","Local Fixed Disk","","","System","FACEFCA9","7932496990","false"
"SCCM","SCCM_SERIALSC20291BDNACORP\BDNASC20291","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20292BDNACORP\BDNASC20292","C:","NTFS","Local Fixed Disk","","","System","3C7F61DC","7932496990","false"
"SCCM","SCCM_SERIALSC20292BDNACORP\BDNASC20292","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20293BDNACORP\BDNASC20293","C:","NTFS","Local Fixed Disk","","","","56D12556","7932496990","false"
"SCCM","SCCM_SERIALSC20293BDNACORP\BDNASC20293","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20294BDNACORP\BDNASC20294","C:","NTFS","Local Fixed Disk","","","","985EE79B","7932496990","false"
"SCCM","SCCM_SERIALSC20294BDNACORP\BDNASC20294","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20295BDNACORP\BDNASC20295","C:","NTFS","Local Fixed Disk","","","System","14DF10A1","7932496990","false"
"SCCM","SCCM_SERIALSC20295BDNACORP\BDNASC20295","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20296BDNACORP\BDNASC20296","C:","NTFS","Local Fixed Disk","","","","DC7F593F","7932496990","false"
"SCCM","SCCM_SERIALSC20297BDNACORP\BDNASC20297","C:","NTFS","Local Fixed Disk","","","System","185F250F","7932496990","false"
"SCCM","SCCM_SERIALSC20297BDNACORP\BDNASC20297","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20298BDNACORP\BDNASC20298","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20298BDNACORP\BDNASC20298","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20298BDNACORP\BDNASC20298","D:","NTFS","Local Fixed Disk","","","","7EF4E85B","7932496990","false"
"SCCM","SCCM_SERIALSC20298BDNACORP\BDNASC20298","P:","NTFS","Local Fixed Disk","","","PageFile","D03FFBB9","7932496990","false"
"SCCM","SCCM_SERIALSC20298BDNACORP\BDNASC20298","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20299BDNACORP\BDNASC20299","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20299BDNACORP\BDNASC20299","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20299BDNACORP\BDNASC20299","D:","NTFS","Local Fixed Disk","","","Data","E01D0704","7932496990","false"
"SCCM","SCCM_SERIALSC20299BDNACORP\BDNASC20299","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20299BDNACORP\BDNASC20299","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20300BDNACORP\BDNASC20300","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20300BDNACORP\BDNASC20300","C:","NTFS","Local Fixed Disk","","","","CEB3D583","7932496990","false"
"SCCM","SCCM_SERIALSC20300BDNACORP\BDNASC20300","D:","NTFS","Local Fixed Disk","","","Local Disk","C40862D4","7932496990","false"
"SCCM","SCCM_SERIALSC20300BDNACORP\BDNASC20300","F:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20301BDNACORP\BDNASC20301","C:","NTFS","Local Fixed Disk","","","System","B0A9F6B2","7932496990","false"
"SCCM","SCCM_SERIALSC20301BDNACORP\BDNASC20301","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20302BDNACORP\BDNASC20302","C:","NTFS","Local Fixed Disk","","","System","D2530A00","7932496990","false"
"SCCM","SCCM_SERIALSC20302BDNACORP\BDNASC20302","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20303BDNACORP\BDNASC20303","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20303BDNACORP\BDNASC20303","C:","NTFS","Local Fixed Disk","","","","CEB3D583","7932496990","false"
"SCCM","SCCM_SERIALSC20303BDNACORP\BDNASC20303","D:","NTFS","Local Fixed Disk","","","","86085742","7932496990","false"
"SCCM","SCCM_SERIALSC20303BDNACORP\BDNASC20303","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20304BDNACORP\BDNASC20304","C:","NTFS","Local Fixed Disk","","","","4A8F75C8","7932496990","false"
"SCCM","SCCM_SERIALSC20304BDNACORP\BDNASC20304","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20304BDNACORP\BDNASC20304","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20305BDNACORP\BDNASC20305","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20305BDNACORP\BDNASC20305","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20305BDNACORP\BDNASC20305","D:","NTFS","Local Fixed Disk","","","Data","66DE5E5B","7932496990","false"
"SCCM","SCCM_SERIALSC20305BDNACORP\BDNASC20305","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20306BDNACORP\BDNASC20306","C:","NTFS","Local Fixed Disk","","","","5CEBA5A5","7932496990","false"
"SCCM","SCCM_SERIALSC20307BDNACORP\BDNASC20307","B:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20307BDNACORP\BDNASC20307","C:","NTFS","Local Fixed Disk","","","","D27562B7","7932496990","false"
"SCCM","SCCM_SERIALSC20307BDNACORP\BDNASC20307","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20307BDNACORP\BDNASC20307","G:","NTFS","Local Fixed Disk","","","BDNA","74E6F74A","7932496990","false"
"SCCM","SCCM_SERIALSC20308BDNACORP\BDNASC20308","C:","NTFS","Local Fixed Disk","","","System","5ED6E1C6","7932496990","false"
"SCCM","SCCM_SERIALSC20308BDNACORP\BDNASC20308","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","E:","NTFS","Local Fixed Disk","","","Data","08613A20","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","O:","NTFS","Local Fixed Disk","","","TEMP","68C0DDFB","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","S:","NTFS","Local Fixed Disk","","","SQLDATA","3EBFFE41","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","T:","NTFS","Local Fixed Disk","","","TRANSLOGS","50B198CD","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","U:","NTFS","Local Fixed Disk","","","TEMPDB","F244FC6D","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","V:","NTFS","Local Fixed Disk","","","TempDB2","EEC5C38A","7932496990","false"
"SCCM","SCCM_SERIALSC20309BDNACORP\BDNASC20309","Z:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20310BDNACORP\BDNASC20310","C:","NTFS","Local Fixed Disk","","","System","58F1FA02","7932496990","false"
"SCCM","SCCM_SERIALSC20310BDNACORP\BDNASC20310","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20311BDNACORP\BDNASC20311","C:","NTFS","Local Fixed Disk","","","","F0738398","7932496990","false"
"SCCM","SCCM_SERIALSC20311BDNACORP\BDNASC20311","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20312BDNACORP\BDNASC20312","C:","NTFS","Local Fixed Disk","","","","6CAFDCC7","7932496990","false"
"SCCM","SCCM_SERIALSC20312BDNACORP\BDNASC20312","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20312BDNACORP\BDNASC20312","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20313BDNACORP\BDNASC20313","C:","NTFS","Local Fixed Disk","","","System","749E6CB9","7932496990","false"
"SCCM","SCCM_SERIALSC20313BDNACORP\BDNASC20313","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20314BDNACORP\BDNASC20314","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20314BDNACORP\BDNASC20314","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20314BDNACORP\BDNASC20314","D:","NTFS","Local Fixed Disk","","","Data","9614D02A","7932496990","false"
"SCCM","SCCM_SERIALSC20314BDNACORP\BDNASC20314","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20315BDNACORP\BDNASC20315","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20315BDNACORP\BDNASC20315","C:","NTFS","Local Fixed Disk","","","","90FD99EF","7932496990","false"
"SCCM","SCCM_SERIALSC20315BDNACORP\BDNASC20315","D:","NTFS","Local Fixed Disk","","","Data","7E372313","7932496990","false"
"SCCM","SCCM_SERIALSC20315BDNACORP\BDNASC20315","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20316BDNACORP\BDNASC20316","C:","NTFS","Local Fixed Disk","","","","8A108413","7932496990","false"
"SCCM","SCCM_SERIALSC20316BDNACORP\BDNASC20316","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20317BDNACORP\BDNASC20317","C:","NTFS","Local Fixed Disk","","","","A45EA02A","7932496990","false"
"SCCM","SCCM_SERIALSC20317BDNACORP\BDNASC20317","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20318BDNACORP\BDNASC20318","C:","NTFS","Local Fixed Disk","","","","2CABDC1A","7932496990","false"
"SCCM","SCCM_SERIALSC20318BDNACORP\BDNASC20318","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20319BDNACORP\BDNASC20319","C:","NTFS","Local Fixed Disk","","","System","ACA0D898","7932496990","false"
"SCCM","SCCM_SERIALSC20319BDNACORP\BDNASC20319","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20320BDNACORP\BDNASC20320","C:","NTFS","Local Fixed Disk","","","System","7C05F2E9","7932496990","false"
"SCCM","SCCM_SERIALSC20320BDNACORP\BDNASC20320","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20321BDNACORP\BDNASC20321","C:","NTFS","Local Fixed Disk","","","Windows","9A31D93E","7932496990","false"
"SCCM","SCCM_SERIALSC20321BDNACORP\BDNASC20321","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20322BDNACORP\BDNASC20322","C:","NTFS","Local Fixed Disk","","","","7EB2B3E1","7932496990","false"
"SCCM","SCCM_SERIALSC20322BDNACORP\BDNASC20322","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20322BDNACORP\BDNASC20322","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20323BDNACORP\BDNASC20323","C:","NTFS","Local Fixed Disk","","","","FA389D74","7932496990","false"
"SCCM","SCCM_SERIALSC20323BDNACORP\BDNASC20323","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20323BDNACORP\BDNASC20323","E:","NTFS","Local Fixed Disk","","","Seagate Expansion Drive","E48D0ED3","7932496990","false"
"SCCM","SCCM_SERIALSC20324BDNACORP\BDNASC20324","C:","NTFS","Local Fixed Disk","","","System","F0962D56","7932496990","false"
"SCCM","SCCM_SERIALSC20324BDNACORP\BDNASC20324","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20325BDNACORP\BDNASC20325","C:","NTFS","Local Fixed Disk","","","System","4EA7755F","7932496990","false"
"SCCM","SCCM_SERIALSC20325BDNACORP\BDNASC20325","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20326BDNACORP\BDNASC20326","C:","NTFS","Local Fixed Disk","","","","66D0C6C3","7932496990","false"
"SCCM","SCCM_SERIALSC20326BDNACORP\BDNASC20326","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20327BDNACORP\BDNASC20327","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20327BDNACORP\BDNASC20327","C:","NTFS","Local Fixed Disk","","","","CEB3D583","7932496990","false"
"SCCM","SCCM_SERIALSC20327BDNACORP\BDNASC20327","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20327BDNACORP\BDNASC20327","E:","NTFS","Local Fixed Disk","","","Data","161826A4","7932496990","false"
"SCCM","SCCM_SERIALSC20328BDNACORP\BDNASC20328","C:","NTFS","Local Fixed Disk","","","","EA1BAF5D","7932496990","false"
"SCCM","SCCM_SERIALSC20328BDNACORP\BDNASC20328","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20329BDNACORP\BDNASC20329","C:","NTFS","Local Fixed Disk","","","System","76E524A0","7932496990","false"
"SCCM","SCCM_SERIALSC20329BDNACORP\BDNASC20329","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20330BDNACORP\BDNASC20330","C:","NTFS","Local Fixed Disk","","","System","488339E8","7932496990","false"
"SCCM","SCCM_SERIALSC20330BDNACORP\BDNASC20330","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20331BDNACORP\BDNASC20331","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20331BDNACORP\BDNASC20331","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20331BDNACORP\BDNASC20331","D:","NTFS","Local Fixed Disk","","","DATA","26C0D8F0","7932496990","false"
"SCCM","SCCM_SERIALSC20331BDNACORP\BDNASC20331","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20332BDNACORP\BDNASC20332","C:","NTFS","Local Fixed Disk","","","","A261334C","7932496990","false"
"SCCM","SCCM_SERIALSC20332BDNACORP\BDNASC20332","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20333BDNACORP\BDNASC20333","C:","NTFS","Local Fixed Disk","","","System","9A110512","7932496990","false"
"SCCM","SCCM_SERIALSC20333BDNACORP\BDNASC20333","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20334BDNACORP\BDNASC20334","C:","NTFS","Local Fixed Disk","","","System","1848363A","7932496990","false"
"SCCM","SCCM_SERIALSC20334BDNACORP\BDNASC20334","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20335BDNACORP\BDNASC20335","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20335BDNACORP\BDNASC20335","C:","NTFS","Local Fixed Disk","","","Local Disk","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20335BDNACORP\BDNASC20335","D:","NTFS","Local Fixed Disk","","","Data","64587C8B","7932496990","false"
"SCCM","SCCM_SERIALSC20335BDNACORP\BDNASC20335","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20336BDNACORP\BDNASC20336","C:","NTFS","Local Fixed Disk","","","System","525ED3D6","7932496990","false"
"SCCM","SCCM_SERIALSC20336BDNACORP\BDNASC20336","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20337BDNACORP\BDNASC20337","C:","NTFS","Local Fixed Disk","","","System","B2CEF763","7932496990","false"
"SCCM","SCCM_SERIALSC20337BDNACORP\BDNASC20337","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20338BDNACORP\BDNASC20338","C:","NTFS","Local Fixed Disk","","","","3E1ACC63","7932496990","false"
"SCCM","SCCM_SERIALSC20338BDNACORP\BDNASC20338","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20339BDNACORP\BDNASC20339","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20339BDNACORP\BDNASC20339","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20339BDNACORP\BDNASC20339","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20340BDNACORP\BDNASC20340","C:","NTFS","Local Fixed Disk","","","System","3AFCAA26","7932496990","false"
